algorithm,F1,F2,F3
IA-NSGA-III,0.4296289174302948,0.7023352644569996,0.6118426923853552
IA-NSGA-III,0.7186035014331835,0.48369640213743004,0.8191428499654223
IA-NSGA-III,0.6824475404978319,0.5975229216560947,0.5976030400781596
IA-NSGA-III,0.8410148975181334,0.37487351263046476,0.6464107738319766
IA-NSGA-III,0.5173103242848194,0.5956005035433873,0.6511782014531123
IA-NSGA-III,0.5688879436742696,0.6482132551644806,0.576886744072016
IA-NSGA-III,0.5335919548701544,0.721907764298974,0.6543542130548738
IA-NSGA-III,0.796982402569708,0.5533961902712522,0.858519465564385
IA-NSGA-III,0.916889946261007,0.4034173436781801,0.790651601964009
IA-NSGA-III,0.7461562629937271,0.4591418817644642,0.6112691397042171
IA-NSGA-III,0.7473654935928447,0.554584719247891,0.7788334813744064
IA-NSGA-III,0.374567863143687,0.6788026029517661,0.40170125683781244
IA-NSGA-III,0.41541842886751457,0.6855360714305494,0.6886734175241629
IA-NSGA-III,0.7119842291072662,0.5255573059446981,0.6234099059561923
IA-NSGA-III,0.9419990493552034,0.586179641892167,0.8062112257948768
IA-NSGA-III,0.5725474540585535,0.7724777157131113,0.659115969712486
IA-NSGA-III,0.8679949393080709,0.47457784135236214,0.8507370894265929
IA-NSGA-III,0.4171826318304999,0.7565246435189955,0.4656752474405056
IA-NSGA-III,0.3266680410394546,0.8468900281342168,0.5946430473129176
IA-NSGA-III,0.6379349717546364,0.668257568854622,0.5702511879900471
IA-NSGA-III,0.48451559314948756,0.6267449261388056,0.5387696859883229
IA-NSGA-III,0.5552733637238678,0.6466960585625063,0.6012063035366068
IA-NSGA-III,0.08942169347100863,0.9425863116327781,0.559746110444381
IA-NSGA-III,0.458970497940789,0.8243915169780726,0.60079652804016
IA-NSGA-III,0.49798363941846635,0.7075675750436772,0.5905864904494698
IA-NSGA-III,0.40947493233321347,0.667669923174179,0.5777631832086947
IA-NSGA-III,0.5916147249864048,0.5852265087835299,0.6501362306960923
IA-NSGA-III,0.19187582608025905,0.8392331620664893,0.4051620473406129
IA-NSGA-III,0.8851335862584091,0.39469424004481973,0.7932604882136588
IA-NSGA-III,0.9725896103532217,0.42355262394793364,0.9286474574188679
NSGA-III,0.7363219448669002,0.33507057836151216,0.6265066082188554
NSGA-III,0.2871848371098391,0.526782525928638,0.41428047573891524
NSGA-III,0.8919329224227007,0.3927404715634514,0.6775444509817231
NSGA-III,0.7410093533861211,0.3697901828305515,0.6517902015566327
NSGA-III,0.13602624869008376,0.6811620187593451,0.4738265887406594
NSGA-III,0.8193052188423544,0.401670722360539,0.5887725275333837
NSGA-III,0.7203714172163113,0.4357171917428715,0.7533261098718848
NSGA-III,0.20891356471330577,0.5329393536713448,0.29328938941900407
NSGA-III,0.9036168357300612,0.17876115429222622,0.6583919695061823
NSGA-III,0.725528716159325,0.4375295066745025,0.5938646606320219
NSGA-III,0.9537703518182974,0.23848190691633164,0.8671866239272155
NSGA-III,0.24427813101486257,0.7071254271934865,0.42580246987976267
NSGA-III,0.25877078319150765,0.6445371495596013,0.4250667370152058
NSGA-III,0.23094128674241435,0.7218952675897898,0.4661804053963764
NSGA-III,0.7150989471452477,0.43325894880244487,0.641298047771781
NSGA-III,0.4961686826692549,0.7153691471873911,0.5590718951460053
NSGA-III,0.3797486091637541,0.5994202161189897,0.4723975756434208
NSGA-III,0.763068740526949,0.4512240361108538,0.6842145712033774
NSGA-III,0.5258319077293095,0.6139514415787518,0.5112412240634407
NSGA-III,0.8321737106770677,0.3236998132464492,0.7974070123488302
NSGA-III,0.8242435090412432,0.4633457770109892,0.7767432508847755
NSGA-III,0.3014684606953561,0.7232028788168063,0.41137228704745166
NSGA-III,0.9699652400431096,0.3147993969394833,0.7080425495224555
NSGA-III,0.05335788047722075,0.8330272611702624,0.32770844317289993
NSGA-III,0.630681371162088,0.47979724748077146,0.5693518979120278
NSGA-III,0.48177114608357324,0.506213489587251,0.48577310530441487
NSGA-III,0.4264020848686304,0.6753778415979842,0.5079055898094745
NSGA-III,0.6408905930861237,0.5003938246578296,0.7153207460084017
NSGA-III,0.37431521118561817,0.45932566321830937,0.4760863282955715
NSGA-III,0.04544208473632842,0.7743930599827314,0.3153942286125375
NSGA-III,0.6846581702934798,0.40763218153474945,0.7594576850872394
NSGA-III,0.6975565926135202,0.49251113820136616,0.6200603529079993
NSGA-III,0.4248594952347207,0.6155470884903863,0.4320120748248545
NSGA-III,0.00419797030643053,0.7259398945752558,0.23310124957943099
NSGA-III,0.16611557724209153,0.6237826749197842,0.3896060600089628
NSGA-III,0.3968275050608548,0.5921463053899776,0.36272831372045944
NSGA-III,0.39782495254673095,0.5504897816560516,0.6651023245201528
NSGA-III,0.5386509105305299,0.5205106877583533,0.6797999903003261
NSGA-III,0.408003652585703,0.5183391564209942,0.6112555648262582
NSGA-III,0.3097524285318438,0.576734860807825,0.5585782620337114
NSGA-III,0.5798808023393051,0.46016682936990316,0.6752603512445843
NSGA-III,0.4097390470737848,0.6075788382702354,0.3294680020566718
NSGA-III,0.5448489375489641,0.4840612298734399,0.7106829962480052
NSGA-III,0.7309454424564362,0.3914170281410553,0.6185004893188529
NSGA-III,0.1541487196997944,0.7501128893693838,0.3742539880889535
NSGA-III,0.30810025282071635,0.6791839672604669,0.4223707086316191
NSGA-III,0.5191854543212272,0.5488146999309804,0.5852710847520285
NSGA-III,0.3887081383951276,0.5742314807864656,0.5382565861434381
NSGA-III,0.34662101662018896,0.6602828140810557,0.5334039248618099
NSGA-III,0.9095344925405667,0.3608247343919953,0.6411903391846752
NSGA-III,0.4747797563181565,0.5473376825583715,0.5806597177857123
NSGA-III,0.27532042639293425,0.8965498314604817,0.46169055533486947
NSGA-III,0.3099227022183529,0.683822698479805,0.42903445273607743
NSGA-III,0.3547704849085754,0.6547091309327273,0.42165873620772587
NSGA-III,0.6345782004158729,0.4655856499219848,0.6912002417840307
NSGA-III,0.29345371046746954,0.6576154944763171,0.43596446342583983
NSGA-III,0.8927349651664044,0.3539380108546995,0.8068800137815174
NSGA-III,0.694979364903475,0.3569434011154874,0.6022492581291072
NSGA-III,0.46577071305567735,0.48199753379019994,0.48747113183740687
NSGA-III,0.5258153789577138,0.3823916576153683,0.45383785411957156
NSGA-III,0.07328346196625764,0.7463360184186997,0.45954560554039914
NSGA-III,0.6698043405993839,0.392638605457471,0.6208022109678527
NSGA-III,0.4801993929878792,0.5655285521504169,0.3316883415624454
NSGA-III,0.3641823789373538,0.5580059468387187,0.5112365062659673
NSGA-III,0.4847584071801541,0.48510401654730495,0.560511352483803
NSGA-III,0.8443936059997048,0.4121252716912055,0.7991973148957312
NSGA-III,0.31745188979517924,0.670331527246012,0.39037887365818524
NSGA-III,0.8237161766850158,0.44747551399467134,0.4747264358278812
NSGA-III,0.7155121141017494,0.36529307203587774,0.6121145162172054
NSGA-III,0.8260447664424377,0.30616277817368187,0.5707953459937901
NSGA-III,0.8810190326444245,0.3652057798605144,0.6769889529425547
NSGA-III,0.8030760735534105,0.3578435751010245,0.729304983115188
NSGA-III,0.14840210355957706,0.7145861785735398,0.43571232325832665
NSGA-III,0.3600757409263462,0.5670779710525852,0.43778044787275994
NSGA-III,0.3009885018922037,0.591442899407622,0.44307148581285316
NSGA-III,0.6118250754680937,0.5057593266198205,0.6141008434839982
NSGA-III,0.5535326649303959,0.5053325460641971,0.49235282696458127
NSGA-III,0.5791958228216018,0.5804384996428094,0.6670237964250266
NSGA-III,0.7009661957881188,0.4422231677528653,0.6431956699759945
NSGA-III,0.6010191243871377,0.6405868805358015,0.5178195965696011
