record_type,tac,social,economic,ecological,hv,sd
pareto,0.9,0.3988732979331918,0.4663209460234884,1.0,,
pareto,0.9,0.4749889280717364,0.3961011712736038,1.0,,
pareto,0.9,0.7433637731220474,0.5614670466548373,0.8774556535714608,,
pareto,0.9,0.5185758415543292,0.6301114930370489,0.9272022526415283,,
pareto,0.9,0.4095408062855258,0.688922915501046,0.9439612256398922,,
pareto,0.9,0.48843126089389377,0.5388084420305417,0.9629091550414796,,
pareto,0.9,0.6036543238168264,0.6045055547418311,0.9082657077661993,,
pareto,0.9,0.4353024932482191,0.5783316697809175,0.9679359522483655,,
pareto,0.9,0.7335909332351118,0.6417501559072786,0.8572876819746483,,
pareto,0.9,0.47357256347302423,0.504136060698436,0.9775247413899125,,
pareto,0.9,0.53216658775578,0.5435253669819532,0.9480093628522339,,
pareto,0.9,0.682629526961625,0.37640623993131306,0.949716359642832,,
pareto,0.9,0.7513767233602202,0.717202453691626,0.8299852259887002,,
pareto,0.9,0.4124451408863503,0.6469616538220341,0.9551844071929388,,
pareto,0.9,0.5751987949219476,0.7524582557204194,0.8743314800779427,,
pareto,0.9,0.68674361859139,0.42000822330133625,0.9358468217997392,,
pareto,0.9,0.5162023586715639,0.5790283891245632,0.9426942432355151,,
pareto,0.9,0.6734497748512823,0.534426811447935,0.9069073241594853,,
pareto,0.9,0.6755850439908876,0.7592857740552904,0.8412871516566889,,
pareto,0.9,0.6271712150170966,0.5400144848753373,0.9196174235307217,,
pareto,0.9,0.458699010310051,0.3758600920359985,1.0,,
pareto,0.9,0.4443479715653951,0.5383611557528409,0.976683198726557,,
pareto,0.9,0.5501002674352962,0.6051053652818813,0.9246686847124045,,
pareto,0.9,0.6797972740769395,0.38236731331421453,0.948870921479063,,
pareto,0.9,0.6156930274024532,0.3913179521438117,0.9661269720100759,,
pareto,0.9,0.6877720956802389,0.5631150787981599,0.8941865031763305,,
pareto,0.9,0.49188599177495484,0.3656237945150796,1.0,,
pareto,0.9,0.52124656222321,0.6350041788513744,0.9249621584373395,,
pareto,0.9,0.6051517922519158,0.6030336712576451,0.9082274164158491,,
pareto,0.9,0.4454724312662143,0.6827060486765995,0.9346355159427732,,
pareto,0.9,0.3997073741710333,0.5230302640421822,0.9949294507634465,,
pareto,0.9,0.6864464984565376,0.5203829418617244,0.9069416466383196,,
pareto,0.9,0.5475875766516642,0.5064520944884163,0.9539462561206884,,
pareto,0.9,0.6696589129030773,0.39046351978727356,0.9496700815597081,,
pareto,0.9,0.571253810867281,0.6888261975551185,0.8939351411521406,,
pareto,0.9,0.7183493149342727,0.39380092566720204,0.9336351033593429,,
pareto,0.9,0.6162871796400443,0.5660688245438458,0.9154594823860498,,
pareto,0.9,0.5227444382080585,0.5148755726200257,0.9592023497342601,,
pareto,0.9,0.40740892091731606,0.6098673930825128,0.9674593569525491,,
pareto,0.9,0.5195510742162663,0.7061101256314571,0.9049452343855601,,
pareto,0.9,0.5328523820468397,0.7267028837297441,0.8948791439080203,,
pareto,0.9,0.5572566386361563,0.7499721297068728,0.8806032188242836,,
pareto,0.9,0.527746966944478,0.5762344681249952,0.9399280448366312,,
pareto,0.9,0.5930034294716044,0.41443617884701134,0.9664713439728271,,
pareto,0.9,0.7662031621234708,0.7330359950017403,0.820821956024772,,
pareto,0.9,0.7326938147760688,0.7071364857334336,0.8386759773256851,,
pareto,0.9,0.4682606146418963,0.6012342514367836,0.9511183275925962,,
pareto,0.9,0.5676814702903525,0.3754839095082748,0.9855619710521828,,
pareto,0.9,0.6525626722722071,0.7372930337082254,0.8547665821778136,,
pareto,0.9,0.5646752011536228,0.5863321894106048,0.9255807576227197,,
pareto,0.9,0.6601297388803513,0.5781260081042966,0.8984059800688087,,
pareto,0.9,0.7211181321644077,0.3845541195572057,0.9354493880452842,,
pareto,0.9,0.6817189656338286,0.47018487107665663,0.9229065955007172,,
pareto,0.9,0.5393339108567056,0.6559733639555939,0.9133059287984513,,
pareto,0.9,0.5382719407327551,0.5620157169046333,0.9407779540959833,,
pareto,0.9,0.7251296963907442,0.6578966424673568,0.8552420956741998,,
pareto,1.0,0.634911453723862,0.4376252769386182,0.9396896287635212,,
pareto,1.0,0.5611653736611733,0.6781722037637647,0.8930244619858191,,
pareto,1.0,0.760240124614137,0.6134826341258106,0.8500941845862631,,
pareto,1.0,0.615516096406914,0.7769439998768465,0.8476675447985169,,
pareto,1.0,0.5506892881857542,0.7220971504475995,0.8835776308290711,,
pareto,1.0,0.6923766945124258,0.5888294186605256,0.8782215720220021,,
pareto,1.0,0.6190975527902031,0.7229224615975771,0.8621652209446847,,
pareto,1.0,0.6022325101212174,0.4530514665069144,0.9453480851144511,,
pareto,1.0,0.6215696418167505,0.6329120032774427,0.887403071824189,,
pareto,1.0,0.799696505747488,0.4588618801140063,0.8825497130134773,,
pareto,1.0,0.7861518242817112,0.6198882784105335,0.8402233771338876,,
pareto,1.0,0.7862160767588867,0.7669588178881219,0.797716444724411,,
pareto,1.0,0.7551544366947087,0.6531353470953751,0.8402130978939262,,
pareto,1.0,0.5909555902550343,0.47632435406805224,0.9421152816823537,,
pareto,1.0,0.7831359974041048,0.8357378065807108,0.7788003169976352,,
pareto,1.0,0.734585446485729,0.5108247306649056,0.8876916459591587,,
pareto,1.0,0.7284539813170066,0.6663235629604358,0.8446675955307689,,
pareto,1.0,0.5524644572860193,0.572815674919236,0.9261539333236909,,
pareto,1.0,0.830910765547121,0.4532020854526105,0.8745232081998988,,
pareto,1.0,0.6404756381514921,0.5556761777878458,0.9038637876239224,,
pareto,1.0,0.6866711159359816,0.4552528616826905,0.9185763675654506,,
pareto,1.0,0.747801953262659,0.6377395346447032,0.8469365457276913,,
pareto,1.0,0.6743545726229132,0.6529875088933992,0.8652652884443385,,
pareto,1.0,0.7424503906257977,0.6195227541079635,0.8538556072703494,,
pareto,1.0,0.7872874346184779,0.5993394546047335,0.8458082055735481,,
pareto,1.0,0.8246008076271963,0.4721956423233163,0.8709892628727828,,
pareto,1.0,0.611994567743745,0.7759576742243999,0.8490424802875063,,
pareto,1.0,0.7082487476460534,0.5203589801839648,0.893089142564346,,
pareto,1.0,0.7786734353517322,0.7856107635037304,0.7946627319821163,,
pareto,1.0,0.5392102542317663,0.7277202098391865,0.8855062257683708,,
pareto,1.0,0.6876058477787894,0.5697372219629699,0.8852137861680563,,
pareto,1.0,0.5192088557189171,0.7178434473255642,0.8945504217802516,,
pareto,1.0,0.7171753733216988,0.6569365942008081,0.8508703842186058,,
pareto,1.0,0.7375047176644407,0.5213804770176611,0.8837386241876504,,
pareto,1.0,0.5151777212275899,0.4630342506029685,0.9694096996045709,,
pareto,1.0,0.5009474944412299,0.618758423261163,0.9288273103975055,,
pareto,1.0,0.6395094578178004,0.7181573145611186,0.8572238483736592,,
pareto,1.0,0.559775287227643,0.6987621438661168,0.8875065219158355,,
pareto,1.0,0.5174934569552657,0.6737774602196025,0.9078115525932627,,
pareto,1.0,0.561414903103651,0.5940343470223702,0.917253718629709,,
pareto,1.0,0.648376048185875,0.6583006930951198,0.8717713404134009,,
pareto,1.0,0.7089112353337218,0.6994528240388513,0.841145865293418,,
pareto,1.0,0.7871964552373045,0.7148133595502465,0.8124772377628267,,
pareto,1.0,0.49813562836533504,0.48329008060579476,0.9688329488865159,,
pareto,1.0,0.6476748791413067,0.6423320111692812,0.8766015437057714,,
pareto,1.0,0.5200209817892486,0.5495580944621996,0.9429148180301209,,
pareto,1.0,0.6329954647015297,0.7297169613557546,0.8559006308197689,,
pareto,1.0,0.6023977933326314,0.7519387679706835,0.8589517056023372,,
pareto,1.0,0.5277812926354931,0.5161626904301093,0.9501603782187285,,
pareto,1.0,0.7758229047390988,0.5818597627411407,0.8544064392968066,,
pareto,1.0,0.8354747034994667,0.579190252149917,0.8367139792481255,,
pareto,1.0,0.7169818538768296,0.6441044758348513,0.8546373395112307,,
pareto,1.0,0.5159654341840284,0.4483884483221966,0.9733968932372614,,
pareto,1.0,0.47302983369681534,0.6031364827190624,0.9419814961496058,,
pareto,1.0,0.6442766607405289,0.46649857672338363,0.9284496987173667,,
pareto,1.0,0.56742443450035,0.5403543072851742,0.9309011926135398,,
pareto,1.0,0.5393462726833586,0.7508731474087678,0.8787754984100784,,
pareto,1.0,0.6423491919876163,0.5121565081323084,0.915856227114817,,
pareto,1.0,0.8368092276349237,0.5159752447129955,0.8545630255133725,,
pareto,1.0,0.7740291573304492,0.7221257559013727,0.8144403599150993,,
pareto,1.0,0.5518824646455934,0.43571467303033484,0.9659410300041085,,
pareto,1.0,0.6835524650421114,0.6643635610261927,0.8591319066825733,,
pareto,1.0,0.8194138342709364,0.6132991465676488,0.831831520066437,,
pareto,1.0,0.7402494925859864,0.6521718060593967,0.8451048892744801,,
pareto,1.0,0.5378174509726285,0.7962559773419418,0.8661381098160381,,
pareto,1.0,0.7432797637005771,0.6334623851355544,0.8495718920376453,,
pareto,1.0,0.5297105964662292,0.4880466450998822,0.9576856258427091,,
pareto,1.0,0.7846719006972322,0.4467562901386163,0.890697356442558,,
pareto,1.0,0.6567193661988229,0.5221368583811069,0.9085251037553461,,
pareto,1.0,0.5671254121987885,0.8030397470885156,0.8551068423033752,,
pareto,1.0,0.5095183669729962,0.47489202855302,0.9677358241962161,,
pareto,1.0,0.5752628231376019,0.6821271210662276,0.8875184340541495,,
pareto,1.0,0.7283222276902264,0.4454573217535414,0.9085141794305736,,
pareto,1.0,0.7598775283062817,0.556981501017592,0.8665289663413862,,
pareto,1.0,0.5777952236803188,0.6255924257361913,0.9030668411084937,,
pareto,1.0,0.6479891523907424,0.60369201633448,0.8876669338268728,,
pareto,1.0,0.6687762363816954,0.6455327487830237,0.8691455136937446,,
pareto,1.0,0.5471774039775512,0.6194461887599769,0.9143193648731138,,
pareto,1.0,0.4637820720060834,0.5784447250379712,0.9519770730188937,,
pareto,1.0,0.546502384611115,0.7499717297262052,0.8768209209375606,,
pareto,1.0,0.7296962108077454,0.6216266179304553,0.8571955467129314,,
pareto,1.0,0.4885052427857493,0.8022820408398711,0.8796605495617815,,
pareto,1.0,0.8276961761349209,0.6448510320137384,0.8201529489320476,,
pareto,1.0,0.6844214458111754,0.6808507688933505,0.8540999652829064,,
pareto,1.0,0.7824030219479611,0.5276681044181795,0.8680251043111729,,
pareto,1.0,0.5156515842440786,0.82508090305471,0.8646717725657895,,
pareto,1.0,0.6977222431615535,0.5476475470853475,0.8884639825618473,,
pareto,1.0,0.703971723102399,0.5417101318138386,0.8882448730236723,,
pareto,1.0,0.5346485403154588,0.4663537870521686,0.9624240403095092,,
pareto,1.0,0.8068059916424271,0.4634511005403192,0.8790233830656963,,
pareto,1.1,0.6710236420775302,0.7390419123921848,0.8343250186341333,,
pareto,1.1,0.6739848585513983,0.6423327007859334,0.8613466683165673,,
pareto,1.1,0.6232036608453096,0.5560155811198559,0.9020007148751601,,
pareto,1.1,0.7543651133647005,0.8102334896228769,0.7879623933055869,,
pareto,1.1,0.7727453178333822,0.8905191117645139,0.7590796582243634,,
pareto,1.1,0.8185522367776125,0.8113939933508136,0.7677596937119325,,
pareto,1.1,0.7825823523430957,0.6211846832120476,0.8338425856325455,,
pareto,1.1,0.7772537167414686,0.7547620679084416,0.7969029029779003,,
pareto,1.1,0.8376954621980863,0.718292761587493,0.788730321051507,,
pareto,1.1,0.7950863373119759,0.8347461228272313,0.7682767775708074,,
pareto,1.1,0.596887267481971,0.8058563922227369,0.8379700308832977,,
pareto,1.1,0.7159398156982382,0.7359915677738662,0.8213036041333331,,
pareto,1.1,0.8489252015219053,0.8552320466066736,0.7456942114616093,,
pareto,1.1,0.8387471754070014,0.8685090058337308,0.7450089868791995,,
pareto,1.1,0.7443221864115448,0.6720148313455414,0.8310007529283495,,
pareto,1.1,0.7299289140532557,0.6116382266888551,0.8528979436543548,,
pareto,1.1,0.6436162871787837,0.8261732328107803,0.8176369771882145,,
pareto,1.1,0.7037280953750703,0.6161736936658557,0.8596974748486913,,
pareto,1.1,0.7090139032942104,0.7795937739780904,0.8108511460216136,,
pareto,1.1,0.5683554018451782,0.5216779430316004,0.9288973190610142,,
pareto,1.1,0.5773063905349198,0.6111340320212544,0.9002839047901942,,
pareto,1.1,0.5511759158737853,0.6202109542521803,0.9057496868741508,,
pareto,1.1,0.666915311095935,0.6669234661890774,0.8564308626823501,,
pareto,1.1,0.7347421355228977,0.7282809599543549,0.8177113473989561,,
pareto,1.1,0.5558513582093084,0.5386431900013975,0.9278665469348103,,
pareto,1.1,0.8841340804080082,0.6820010887699857,0.784840724070319,,
pareto,1.1,0.6886308864422983,0.5094130518481959,0.8952123836625082,,
pareto,1.1,0.6956609626486283,0.7089868887302664,0.8353817437057286,,
pareto,1.1,0.5907877137997077,0.5598935342645147,0.9109139247189132,,
pareto,1.1,0.7894819116708977,0.8621321039773413,0.7620999750798394,,
pareto,1.1,0.80358765266111,0.5928142769128378,0.835536840211027,,
pareto,1.1,0.5775123666886703,0.8479113340113067,0.8318178185803992,,
pareto,1.1,0.7945096137144985,0.7622893397974255,0.7893872467976847,,
pareto,1.1,0.6463257283044348,0.7086766448071916,0.8507417994059148,,
pareto,1.1,0.5502718185584582,0.7496470750681908,0.8686368693947459,,
pareto,1.1,0.8032985469531901,0.6170812923296721,0.8286158541906787,,
pareto,1.1,0.640093505676248,0.8303703430622027,0.8175148634219218,,
pareto,1.1,0.702728658980422,0.6896573993111121,0.8387781981336433,,
pareto,1.1,0.841526861995995,0.8766542552639098,0.7417955356392847,,
pareto,1.1,0.6310516086069541,0.7158821337096358,0.8533879174388733,,
pareto,1.1,0.8288563059816727,0.7914039960825464,0.7703452270580164,,
pareto,1.1,0.6643884983794808,0.8969778189881861,0.7907528250161133,,
pareto,1.1,0.6690945537540787,0.6547955439078096,0.8592599571852909,,
pareto,1.1,0.72546752820734,0.6075123961302589,0.8554707554029549,,
pareto,1.1,0.7069858763666943,0.557910368642469,0.8755207412945479,,
pareto,1.1,0.5961234979262919,0.8216227776347715,0.833651702182293,,
pareto,1.1,0.8566788455408079,0.7572266807040994,0.7716069352879308,,
pareto,1.1,0.5389203561554684,0.7538710231078973,0.8709301656254703,,
pareto,1.1,0.8787922577753249,0.5527793519367674,0.8238248693354285,,
pareto,1.1,0.5689817596571981,0.738025677023189,0.8662029899184539,,
pareto,1.1,0.5531076573873198,0.5030270118314369,0.9390049058034144,,
pareto,1.1,0.5994010442489313,0.7621242650341881,0.8498256827543431,,
pareto,1.1,0.5541265385693314,0.6584196758528362,0.8937983237678796,,
pareto,1.1,0.7058783574083509,0.7318560994004037,0.8256125558960287,,
pareto,1.1,0.8687784839802084,0.512463621959635,0.8385711371860409,,
pareto,1.1,0.674517564710671,0.8806940970579731,0.7923218241537587,,
pareto,1.1,0.5679123224417181,0.7263763969567334,0.8698993537741897,,
pareto,1.1,0.7263323715338977,0.8530302523537284,0.7842756851150974,,
pareto,1.1,0.6273265496601832,0.7926771877272047,0.832355674047481,,
pareto,1.1,0.7350649555297862,0.882446810036605,0.7730746257857612,,
pareto,1.1,0.721057325755616,0.67601026960572,0.837047543507006,,
pareto,1.1,0.7855405882451787,0.656708664971178,0.8226644575673583,,
pareto,1.1,0.6961982983997206,0.5660354095169164,0.8765125194920249,,
pareto,1.1,0.706631476745222,0.5828052286138026,0.868438587979317,,
pareto,1.1,0.7295203548244226,0.5104595328812409,0.8822538028965901,,
pareto,1.1,0.6085708076155201,0.5059983392585804,0.920979356777638,,
pareto,1.1,0.8853102618893586,0.8465891874441858,0.7369289949471957,,
pareto,1.1,0.7735689579190532,0.7394450842387346,0.8024683299592618,,
pareto,1.1,0.9039949137093869,0.7275188679381054,0.7655437426379911,,
pareto,1.1,0.6432509316801452,0.7305461402094907,0.845375667943245,,
pareto,1.1,0.8710703770330893,0.6109776727257944,0.8094021270515127,,
pareto,1.1,0.7280827631271265,0.6767664548623314,0.8346545498496285,,
pareto,1.1,0.8312514049978184,0.5760017978365843,0.8318311886018525,,
pareto,1.1,0.9010601281787078,0.6763538821240167,0.78123312453743,,
pareto,1.1,0.6516256961012331,0.5854671080831053,0.8846951993478324,,
pareto,1.1,0.908002122223641,0.6617651976597699,0.7832989209401776,,
pareto,1.1,0.63390084834532,0.8788201929793388,0.8054350150006713,,
pareto,1.1,0.90072142422448,0.8006576762184414,0.7454279765150319,,
pareto,1.1,0.7624590418586862,0.8314309384322259,0.7793334222903032,,
pareto,1.1,0.8878902344069879,0.8410700455895277,0.7377248507830846,,
pareto,1.1,0.8806108479370132,0.6819536261449286,0.7859449598315958,,
pareto,1.1,0.6081224424671099,0.5150342814110044,0.9185077531779535,,
pareto,1.1,0.6276970288063104,0.5524083289258537,0.9016520055845462,,
pareto,1.1,0.7296970770368831,0.7016248439043021,0.8269735688686107,,
pareto,1.1,0.5385500159245039,0.7636126376288274,0.868230550549643,,
pareto,1.1,0.7839553681123513,0.5869597187910811,0.8433048165049439,,
pareto,1.1,0.6068208720220648,0.9000863523104028,0.8076733552939747,,
pareto,1.1,0.5717782257277038,0.6440332113458936,0.8924907960605478,,
pareto,1.1,0.6149714491718685,0.6611127043250573,0.8741873892449606,,
pareto,1.1,0.7159649830654604,0.6934595036792479,0.8335828549724001,,
hv,0.9,,,,0.942,0.005
hv,1.0,,,,0.961,0.004
hv,1.1,,,,0.973,0.006
